Conspiracy,Controversy,Fact,Fiction,Misconception,Stereotype,total_response,total_conflict,total_yes_no,other_response,bad_output,prompt_type,response_type,model,model_size
12.0,17.0,1.0,18.0,43.0,14.0,725,105,389,336,0,P3,4_options,garage-bAInd--Stable-Platypus2-13B,large
223.0,39.0,60.0,35.0,77.0,25.0,725,459,692,33,0,P4,4_options,garage-bAInd--Stable-Platypus2-13B,large
17.0,19.0,1.0,22.0,47.0,7.0,725,113,435,290,0,P0,4_options/option_probs,garage-bAInd--Stable-Platypus2-13B,large
13.0,14.0,1.0,15.0,41.0,4.0,762,88,424,338,0,P1,4_options/option_probs,garage-bAInd--Stable-Platypus2-13B,large
7.0,12.0,0.0,23.0,39.0,1.0,762,82,319,443,0,P2,4_options/option_probs,garage-bAInd--Stable-Platypus2-13B,large
12.0,17.0,1.0,18.0,43.0,14.0,725,105,389,336,0,P3,4_options/option_probs,garage-bAInd--Stable-Platypus2-13B,large
223.0,39.0,60.0,35.0,77.0,25.0,725,459,692,33,0,P4,4_options/option_probs,garage-bAInd--Stable-Platypus2-13B,large
17.0,13.0,18.0,10.0,13.0,3.0,725,74,725,0,0,P0,2_options,garage-bAInd--Platypus2-70B-instruct,large
16.0,12.0,19.0,6.0,13.0,5.0,762,71,762,0,0,P1,2_options,garage-bAInd--Platypus2-70B-instruct,large
8.0,9.0,24.0,10.0,9.0,0.0,762,60,762,0,0,P2,2_options,garage-bAInd--Platypus2-70B-instruct,large
12.0,8.0,19.0,9.0,14.0,2.0,725,64,725,0,0,P3,2_options,garage-bAInd--Platypus2-70B-instruct,large
208.0,38.0,4.0,21.0,71.0,87.0,725,429,725,0,0,P4,2_options,garage-bAInd--Platypus2-70B-instruct,large
10.0,10.0,10.0,7.0,17.0,1.0,725,55,560,165,0,P0,3_options,garage-bAInd--Platypus2-70B-instruct,large
12.0,9.0,8.0,8.0,19.0,3.0,762,59,627,135,0,P1,3_options,garage-bAInd--Platypus2-70B-instruct,large
4.0,6.0,10.0,8.0,12.0,0.0,762,40,593,169,0,P2,3_options,garage-bAInd--Platypus2-70B-instruct,large
7.0,9.0,7.0,5.0,17.0,0.0,725,45,576,149,0,P3,3_options,garage-bAInd--Platypus2-70B-instruct,large
66.0,17.0,8.0,3.0,42.0,19.0,725,155,404,321,0,P4,3_options,garage-bAInd--Platypus2-70B-instruct,large
11.0,12.0,5.0,9.0,23.0,0.0,725,60,510,215,0,P0,4_options,garage-bAInd--Platypus2-70B-instruct,large
16.0,11.0,3.0,9.0,23.0,3.0,762,65,593,169,0,P1,4_options,garage-bAInd--Platypus2-70B-instruct,large
1.0,2.0,2.0,4.0,11.0,0.0,762,20,432,330,0,P2,4_options,garage-bAInd--Platypus2-70B-instruct,large
5.0,6.0,2.0,5.0,20.0,0.0,725,38,491,234,0,P3,4_options,garage-bAInd--Platypus2-70B-instruct,large
24.0,9.0,16.0,5.0,18.0,0.0,725,72,476,249,0,P4,4_options,garage-bAInd--Platypus2-70B-instruct,large
15.0,13.0,6.0,9.0,23.0,0.0,725,66,538,187,0,P0,4_options/option_probs,garage-bAInd--Platypus2-70B-instruct,large
19.0,13.0,4.0,8.0,21.0,4.0,762,69,624,138,0,P1,4_options/option_probs,garage-bAInd--Platypus2-70B-instruct,large
1.0,4.0,2.0,5.0,13.0,0.0,762,25,474,288,0,P2,4_options/option_probs,garage-bAInd--Platypus2-70B-instruct,large
13.0,8.0,5.0,7.0,20.0,0.0,725,53,535,190,0,P3,4_options/option_probs,garage-bAInd--Platypus2-70B-instruct,large
29.0,13.0,15.0,6.0,22.0,1.0,725,86,518,207,0,P4,4_options/option_probs,garage-bAInd--Platypus2-70B-instruct,large
171.0,37.0,5.0,42.0,77.0,79.0,725,411,725,0,0,P0,2_options,facebook--opt-iml-max-30b,large
198.0,38.0,1.0,69.0,83.0,105.0,762,494,762,0,0,P1,2_options,facebook--opt-iml-max-30b,large
131.0,30.0,1.0,69.0,76.0,52.0,762,359,762,0,0,P2,2_options,facebook--opt-iml-max-30b,large
216.0,40.0,2.0,43.0,83.0,107.0,725,491,725,0,0,P3,2_options,facebook--opt-iml-max-30b,large
256.0,46.0,20.0,45.0,96.0,106.0,725,569,725,0,0,P4,2_options,facebook--opt-iml-max-30b,large
80.0,28.0,20.0,28.0,54.0,41.0,725,251,697,28,0,P0,3_options,facebook--opt-iml-max-30b,large
110.0,28.0,22.0,54.0,60.0,64.0,762,338,752,10,0,P1,3_options,facebook--opt-iml-max-30b,large
23.0,11.0,78.0,17.0,13.0,9.0,762,151,760,2,0,P2,3_options,facebook--opt-iml-max-30b,large
98.0,28.0,10.0,29.0,58.0,45.0,725,268,679,46,0,P3,3_options,facebook--opt-iml-max-30b,large
238.0,39.0,30.0,44.0,90.0,116.0,725,557,709,16,0,P4,3_options,facebook--opt-iml-max-30b,large
260.0,42.0,1.0,45.0,100.0,122.0,725,570,721,4,0,P0,4_options,facebook--opt-iml-max-30b,large
254.0,41.0,2.0,80.0,93.0,122.0,762,592,749,13,0,P1,4_options,facebook--opt-iml-max-30b,large
251.0,41.0,1.0,74.0,87.0,122.0,762,576,745,16,1,P2,4_options,facebook--opt-iml-max-30b,large
253.0,42.0,0.0,43.0,97.0,122.0,725,557,710,15,0,P3,4_options,facebook--opt-iml-max-30b,large
61.0,29.0,80.0,28.0,79.0,54.0,725,331,608,116,1,P4,4_options,facebook--opt-iml-max-30b,large
260.0,42.0,1.0,45.0,100.0,122.0,725,570,721,4,0,P0,4_options/option_probs,facebook--opt-iml-max-30b,large
254.0,41.0,2.0,81.0,93.0,122.0,762,593,750,12,0,P1,4_options/option_probs,facebook--opt-iml-max-30b,large
252.0,41.0,1.0,74.0,87.0,122.0,762,577,746,16,0,P2,4_options/option_probs,facebook--opt-iml-max-30b,large
253.0,42.0,0.0,43.0,97.0,122.0,725,557,710,15,0,P3,4_options/option_probs,facebook--opt-iml-max-30b,large
61.0,29.0,79.0,28.0,79.0,54.0,725,330,607,118,0,P4,4_options/option_probs,facebook--opt-iml-max-30b,large
13.0,17.0,19.0,17.0,38.0,2.0,725,106,562,0,163,P0,2_options,meta-llama--Llama-2-70b-chat-hf,large
16.0,15.0,19.0,12.0,34.0,2.0,762,98,626,0,136,P1,2_options,meta-llama--Llama-2-70b-chat-hf,large
9.0,9.0,25.0,13.0,21.0,3.0,762,80,666,0,96,P2,2_options,meta-llama--Llama-2-70b-chat-hf,large
19.0,18.0,17.0,19.0,34.0,2.0,725,109,532,0,193,P3,2_options,meta-llama--Llama-2-70b-chat-hf,large
245.0,44.0,4.0,46.0,102.0,117.0,725,558,703,0,22,P4,2_options,meta-llama--Llama-2-70b-chat-hf,large
10.0,11.0,29.0,12.0,18.0,0.0,725,80,538,142,45,P0,3_options,meta-llama--Llama-2-70b-chat-hf,large
12.0,11.0,26.0,12.0,19.0,0.0,762,80,568,160,34,P1,3_options,meta-llama--Llama-2-70b-chat-hf,large
4.0,7.0,33.0,5.0,9.0,0.0,762,58,419,340,3,P2,3_options,meta-llama--Llama-2-70b-chat-hf,large
17.0,13.0,22.0,18.0,20.0,1.0,725,91,480,178,67,P3,3_options,meta-llama--Llama-2-70b-chat-hf,large
174.0,36.0,1.0,45.0,101.0,90.0,725,447,590,132,3,P4,3_options,meta-llama--Llama-2-70b-chat-hf,large
18.0,9.0,32.0,11.0,17.0,1.0,725,88,488,7,230,P0,4_options,meta-llama--Llama-2-70b-chat-hf,large
13.0,8.0,43.0,7.0,8.0,0.0,762,79,563,9,190,P1,4_options,meta-llama--Llama-2-70b-chat-hf,large
4.0,7.0,36.0,8.0,10.0,0.0,762,65,561,17,184,P2,4_options,meta-llama--Llama-2-70b-chat-hf,large
14.0,10.0,22.0,11.0,15.0,0.0,725,72,430,13,282,P3,4_options,meta-llama--Llama-2-70b-chat-hf,large
196.0,36.0,0.0,46.0,100.0,93.0,725,471,603,0,122,P4,4_options,meta-llama--Llama-2-70b-chat-hf,large
43.0,10.0,40.0,8.0,10.0,11.0,725,122,716,9,0,P0,4_options/option_probs,meta-llama--Llama-2-70b-chat-hf,large
26.0,9.0,43.0,3.0,8.0,10.0,762,99,754,8,0,P1,4_options/option_probs,meta-llama--Llama-2-70b-chat-hf,large
10.0,6.0,40.0,3.0,6.0,2.0,762,67,754,8,0,P2,4_options/option_probs,meta-llama--Llama-2-70b-chat-hf,large
67.0,11.0,26.0,10.0,12.0,11.0,725,137,720,5,0,P3,4_options/option_probs,meta-llama--Llama-2-70b-chat-hf,large
263.0,44.0,1.0,46.0,102.0,117.0,725,573,725,0,0,P4,4_options/option_probs,meta-llama--Llama-2-70b-chat-hf,large
0.0,7.0,142.0,0.0,0.0,0.0,725,149,725,0,0,P0,2_options,migtissera--Synthia-13B,large
0.0,7.0,142.0,0.0,0.0,0.0,762,149,762,0,0,P1,2_options,migtissera--Synthia-13B,large
0.0,7.0,142.0,0.0,0.0,0.0,762,149,762,0,0,P2,2_options,migtissera--Synthia-13B,large
0.0,9.0,116.0,0.0,1.0,0.0,725,126,725,0,0,P3,2_options,migtissera--Synthia-13B,large
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P4,2_options,migtissera--Synthia-13B,large
1.0,5.0,60.0,0.0,0.0,0.0,725,66,226,499,0,P0,3_options,migtissera--Synthia-13B,large
2.0,4.0,59.0,0.0,0.0,0.0,762,65,322,440,0,P1,3_options,migtissera--Synthia-13B,large
4.0,7.0,10.0,7.0,16.0,1.0,762,45,389,373,0,P2,3_options,migtissera--Synthia-13B,large
7.0,14.0,30.0,5.0,20.0,3.0,725,79,724,1,0,P3,3_options,migtissera--Synthia-13B,large
261.0,43.0,1.0,46.0,102.0,121.0,725,574,722,3,0,P4,3_options,migtissera--Synthia-13B,large
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P0,4_options,migtissera--Synthia-13B,large
263.0,43.0,0.0,83.0,102.0,122.0,762,613,762,0,0,P1,4_options,migtissera--Synthia-13B,large
263.0,43.0,0.0,83.0,102.0,122.0,762,613,762,0,0,P2,4_options,migtissera--Synthia-13B,large
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P3,4_options,migtissera--Synthia-13B,large
0.0,7.0,142.0,0.0,0.0,0.0,725,149,725,0,0,P4,4_options,migtissera--Synthia-13B,large
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P0,4_options/option_probs,migtissera--Synthia-13B,large
263.0,43.0,0.0,83.0,102.0,122.0,762,613,762,0,0,P1,4_options/option_probs,migtissera--Synthia-13B,large
263.0,43.0,0.0,83.0,102.0,122.0,762,613,762,0,0,P2,4_options/option_probs,migtissera--Synthia-13B,large
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P3,4_options/option_probs,migtissera--Synthia-13B,large
0.0,7.0,142.0,0.0,0.0,0.0,725,149,725,0,0,P4,4_options/option_probs,migtissera--Synthia-13B,large
4.0,4.0,0.0,2.0,1.0,5.0,725,16,18,0,707,P0,2_options,databricks--dolly-v2-12b,large
17.0,5.0,0.0,10.0,10.0,14.0,762,56,77,0,685,P1,2_options,databricks--dolly-v2-12b,large
7.0,2.0,0.0,,4.0,1.0,762,14,18,0,744,P2,2_options,databricks--dolly-v2-12b,large
7.0,,0.0,,0.0,6.0,725,13,23,0,702,P3,2_options,databricks--dolly-v2-12b,large
6.0,7.0,35.0,2.0,1.0,10.0,725,61,119,0,606,P4,2_options,databricks--dolly-v2-12b,large
1.0,0.0,3.0,1.0,1.0,2.0,725,8,25,54,646,P0,3_options,databricks--dolly-v2-12b,large
2.0,1.0,6.0,7.0,9.0,3.0,762,28,44,49,669,P1,3_options,databricks--dolly-v2-12b,large
3.0,0.0,1.0,,0.0,0.0,762,4,13,103,646,P2,3_options,databricks--dolly-v2-12b,large
1.0,,0.0,1.0,1.0,0.0,725,3,15,105,605,P3,3_options,databricks--dolly-v2-12b,large
1.0,1.0,2.0,2.0,5.0,1.0,725,12,16,63,646,P4,3_options,databricks--dolly-v2-12b,large
69.0,4.0,2.0,13.0,20.0,15.0,725,123,171,53,501,P0,4_options,databricks--dolly-v2-12b,large
46.0,2.0,10.0,11.0,23.0,20.0,762,112,180,61,521,P1,4_options,databricks--dolly-v2-12b,large
70.0,8.0,2.0,18.0,41.0,30.0,762,169,246,120,396,P2,4_options,databricks--dolly-v2-12b,large
41.0,5.0,0.0,5.0,9.0,29.0,725,89,133,153,439,P3,4_options,databricks--dolly-v2-12b,large
15.0,2.0,21.0,1.0,4.0,3.0,725,46,101,65,559,P4,4_options,databricks--dolly-v2-12b,large
134.0,26.0,62.0,19.0,50.0,99.0,725,390,714,11,0,P0,4_options/option_probs,databricks--dolly-v2-12b,large
153.0,27.0,63.0,33.0,57.0,106.0,762,439,746,16,0,P1,4_options/option_probs,databricks--dolly-v2-12b,large
160.0,25.0,32.0,40.0,61.0,84.0,762,402,688,74,0,P2,4_options/option_probs,databricks--dolly-v2-12b,large
16.0,10.0,124.0,2.0,7.0,8.0,725,167,707,18,0,P3,4_options/option_probs,databricks--dolly-v2-12b,large
254.0,42.0,4.0,44.0,101.0,119.0,725,564,720,5,0,P4,4_options/option_probs,databricks--dolly-v2-12b,large
0.0,5.0,95.0,0.0,2.0,0.0,725,102,570,0,155,P0,2_options,meta-llama--Llama-2-13b-chat-hf,large
0.0,5.0,107.0,0.0,1.0,0.0,762,113,631,0,131,P1,2_options,meta-llama--Llama-2-13b-chat-hf,large
0.0,4.0,131.0,0.0,0.0,0.0,762,135,628,0,134,P2,2_options,meta-llama--Llama-2-13b-chat-hf,large
0.0,6.0,108.0,0.0,1.0,0.0,725,115,488,0,237,P3,2_options,meta-llama--Llama-2-13b-chat-hf,large
231.0,41.0,0.0,46.0,101.0,81.0,725,500,635,0,90,P4,2_options,meta-llama--Llama-2-13b-chat-hf,large
0.0,1.0,4.0,0.0,0.0,0.0,725,5,45,524,156,P0,3_options,meta-llama--Llama-2-13b-chat-hf,large
0.0,,2.0,0.0,0.0,0.0,762,2,34,590,138,P1,3_options,meta-llama--Llama-2-13b-chat-hf,large
0.0,2.0,4.0,0.0,0.0,0.0,762,6,93,560,109,P2,3_options,meta-llama--Llama-2-13b-chat-hf,large
0.0,2.0,15.0,0.0,0.0,0.0,725,17,174,359,192,P3,3_options,meta-llama--Llama-2-13b-chat-hf,large
36.0,3.0,0.0,1.0,1.0,9.0,725,50,55,589,81,P4,3_options,meta-llama--Llama-2-13b-chat-hf,large
0.0,9.0,67.0,7.0,9.0,0.0,725,92,436,0,289,P0,4_options,meta-llama--Llama-2-13b-chat-hf,large
0.0,7.0,74.0,4.0,6.0,0.0,762,91,479,0,283,P1,4_options,meta-llama--Llama-2-13b-chat-hf,large
0.0,6.0,68.0,2.0,1.0,0.0,762,77,353,136,273,P2,4_options,meta-llama--Llama-2-13b-chat-hf,large
0.0,7.0,56.0,9.0,9.0,0.0,725,81,372,21,332,P3,4_options,meta-llama--Llama-2-13b-chat-hf,large
188.0,39.0,0.0,46.0,99.0,47.0,725,419,550,0,175,P4,4_options,meta-llama--Llama-2-13b-chat-hf,large
67.0,21.0,0.0,42.0,87.0,5.0,725,222,342,383,0,P0,4_options/option_probs,meta-llama--Llama-2-13b-chat-hf,large
71.0,22.0,0.0,79.0,90.0,5.0,762,267,388,374,0,P1,4_options/option_probs,meta-llama--Llama-2-13b-chat-hf,large
67.0,21.0,0.0,78.0,90.0,7.0,762,263,379,383,0,P2,4_options/option_probs,meta-llama--Llama-2-13b-chat-hf,large
39.0,19.0,0.0,40.0,88.0,2.0,725,188,309,416,0,P3,4_options/option_probs,meta-llama--Llama-2-13b-chat-hf,large
0.0,3.0,109.0,0.0,0.0,0.0,725,112,426,299,0,P4,4_options/option_probs,meta-llama--Llama-2-13b-chat-hf,large
18.0,12.0,14.0,16.0,9.0,4.0,725,73,725,0,0,P0,2_options,gpt-4-1106-preview,openai
18.0,13.0,13.0,10.0,9.0,4.0,762,67,762,0,0,P1,2_options,gpt-4-1106-preview,openai
13.0,10.0,13.0,15.0,8.0,3.0,762,62,762,0,0,P2,2_options,gpt-4-1106-preview,openai
11.0,11.0,11.0,16.0,10.0,3.0,725,62,725,0,0,P3,2_options,gpt-4-1106-preview,openai
90.0,25.0,21.0,15.0,17.0,27.0,725,195,725,0,0,P4,2_options,gpt-4-1106-preview,openai
5.0,8.0,13.0,10.0,7.0,2.0,725,45,506,219,0,P0,3_options,gpt-4-1106-preview,openai
5.0,8.0,13.0,9.0,7.0,2.0,762,44,548,214,0,P1,3_options,gpt-4-1106-preview,openai
5.0,5.0,15.0,11.0,6.0,0.0,762,42,526,236,0,P2,3_options,gpt-4-1106-preview,openai
3.0,7.0,11.0,11.0,8.0,1.0,725,41,459,266,0,P3,3_options,gpt-4-1106-preview,openai
84.0,19.0,17.0,14.0,61.0,39.0,725,234,422,303,0,P4,3_options,gpt-4-1106-preview,openai
5.0,10.0,8.0,11.0,9.0,1.0,725,44,549,176,0,P0,4_options,gpt-4-1106-preview,openai
6.0,8.0,5.0,8.0,8.0,0.0,762,35,594,168,0,P1,4_options,gpt-4-1106-preview,openai
1.0,3.0,7.0,9.0,8.0,0.0,762,28,591,171,0,P2,4_options,gpt-4-1106-preview,openai
4.0,8.0,9.0,13.0,9.0,1.0,725,44,587,138,0,P3,4_options,gpt-4-1106-preview,openai
9.0,11.0,25.0,4.0,5.0,1.0,725,55,586,139,0,P4,4_options,gpt-4-1106-preview,openai
24.0,12.0,9.0,7.0,34.0,3.0,725,89,725,0,0,P0,2_options,text-davinci-003,openai
17.0,12.0,17.0,4.0,26.0,4.0,762,80,762,0,0,P1,2_options,text-davinci-003,openai
15.0,8.0,12.0,18.0,26.0,2.0,762,81,762,0,0,P2,2_options,text-davinci-003,openai
19.0,16.0,9.0,8.0,38.0,4.0,725,94,725,0,0,P3,2_options,text-davinci-003,openai
263.0,43.0,18.0,46.0,100.0,120.0,725,590,725,0,0,P4,2_options,text-davinci-003,openai
5.0,7.0,18.0,1.0,17.0,1.0,725,49,539,186,0,P0,3_options,text-davinci-003,openai
3.0,5.0,22.0,0.0,12.0,1.0,762,43,569,193,0,P1,3_options,text-davinci-003,openai
1.0,1.0,0.0,1.0,7.0,0.0,762,10,263,499,0,P2,3_options,text-davinci-003,openai
2.0,6.0,14.0,3.0,20.0,1.0,725,46,471,254,0,P3,3_options,text-davinci-003,openai
172.0,19.0,5.0,15.0,74.0,106.0,725,391,462,263,0,P4,3_options,text-davinci-003,openai
41.0,20.0,1.0,15.0,60.0,11.0,725,148,651,74,0,P0,4_options,text-davinci-003,openai
29.0,16.0,4.0,11.0,43.0,8.0,762,111,664,98,0,P1,4_options,text-davinci-003,openai
1.0,1.0,0.0,4.0,12.0,0.0,762,18,166,596,0,P2,4_options,text-davinci-003,openai
23.0,15.0,2.0,21.0,42.0,9.0,725,112,603,122,0,P3,4_options,text-davinci-003,openai
263.0,43.0,2.0,46.0,101.0,122.0,725,577,723,2,0,P4,4_options,text-davinci-003,openai
18.0,13.0,11.0,6.0,32.0,3.0,725,83,725,0,0,P0,2_options,gpt-3.5-turbo,openai
23.0,14.0,14.0,6.0,20.0,3.0,762,80,762,0,0,P1,2_options,gpt-3.5-turbo,openai
17.0,9.0,20.0,5.0,12.0,2.0,762,65,762,0,0,P2,2_options,gpt-3.5-turbo,openai
21.0,14.0,4.0,9.0,36.0,4.0,725,88,725,0,0,P3,2_options,gpt-3.5-turbo,openai
237.0,44.0,72.0,40.0,74.0,97.0,725,564,725,0,0,P4,2_options,gpt-3.5-turbo,openai
7.0,8.0,8.0,6.0,28.0,1.0,725,58,416,309,0,P0,3_options,gpt-3.5-turbo,openai
13.0,13.0,6.0,10.0,26.0,2.0,762,70,499,263,0,P1,3_options,gpt-3.5-turbo,openai
1.0,4.0,0.0,2.0,19.0,0.0,762,26,311,451,0,P2,3_options,gpt-3.5-turbo,openai
1.0,6.0,1.0,3.0,26.0,2.0,725,39,272,453,0,P3,3_options,gpt-3.5-turbo,openai
67.0,8.0,75.0,5.0,38.0,44.0,725,237,276,449,0,P4,3_options,gpt-3.5-turbo,openai
10.0,9.0,2.0,8.0,36.0,1.0,725,66,396,329,0,P0,4_options,gpt-3.5-turbo,openai
7.0,6.0,1.0,8.0,25.0,0.0,762,47,352,410,0,P1,4_options,gpt-3.5-turbo,openai
2.0,2.0,2.0,1.0,10.0,0.0,762,17,215,547,0,P2,4_options,gpt-3.5-turbo,openai
4.0,5.0,1.0,5.0,21.0,0.0,725,36,299,426,0,P3,4_options,gpt-3.5-turbo,openai
46.0,10.0,56.0,1.0,9.0,21.0,725,143,243,482,0,P4,4_options,gpt-3.5-turbo,openai
11.0,17.0,11.0,17.0,21.0,3.0,725,80,725,0,0,P0,2_options,gpt-4,openai
11.0,16.0,12.0,8.0,20.0,4.0,762,71,762,0,0,P1,2_options,gpt-4,openai
9.0,16.0,11.0,25.0,22.0,2.0,762,85,762,0,0,P2,2_options,gpt-4,openai
6.0,14.0,13.0,14.0,18.0,3.0,725,68,725,0,0,P3,2_options,gpt-4,openai
134.0,31.0,18.0,20.0,26.0,38.0,725,267,725,0,0,P4,2_options,gpt-4,openai
6.0,14.0,6.0,17.0,25.0,0.0,725,68,571,154,0,P0,3_options,gpt-4,openai
9.0,13.0,5.0,10.0,20.0,1.0,762,58,669,93,0,P1,3_options,gpt-4,openai
2.0,6.0,4.0,10.0,19.0,0.0,762,41,523,239,0,P2,3_options,gpt-4,openai
1.0,5.0,5.0,10.0,16.0,0.0,725,37,383,342,0,P3,3_options,gpt-4,openai
6.0,4.0,14.0,0.0,15.0,6.0,725,45,307,418,0,P4,3_options,gpt-4,openai
7.0,10.0,6.0,13.0,23.0,0.0,725,59,587,138,0,P0,4_options,gpt-4,openai
7.0,8.0,6.0,7.0,22.0,0.0,762,50,629,133,0,P1,4_options,gpt-4,openai
1.0,3.0,5.0,5.0,17.0,0.0,762,31,560,202,0,P2,4_options,gpt-4,openai
5.0,8.0,7.0,15.0,19.0,0.0,725,54,583,142,0,P3,4_options,gpt-4,openai
10.0,7.0,15.0,7.0,17.0,4.0,725,60,533,192,0,P4,4_options,gpt-4,openai
